npm warn exec The following package was not found and will be installed: serve@14.2.6
 INFO  Accepting connections at http://localhost:3000
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 3 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /images/cosyspanish.png
 HTTP  5/7/2026 12:42:52 PM ::1 GET /images/cosygerman.png
 HTTP  5/7/2026 12:42:52 PM ::1 GET /images/cosyportugese.png
 HTTP  5/7/2026 12:42:52 PM ::1 GET /sw.js
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 3 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /images/cosyarmenian.png
 HTTP  5/7/2026 12:42:52 PM ::1 GET /images/cosygeorgian.png
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /images/cosytatar.png
 HTTP  5/7/2026 12:42:52 PM ::1 GET /images/cosybachkir.png
 HTTP  5/7/2026 12:42:52 PM ::1 GET /images/cosybreton.png
 HTTP  5/7/2026 12:42:52 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages/
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages/index.html
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 301 in 1 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages/practice.html
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 301 in 0 ms
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 404 in 3 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages/index
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 301 in 0 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages/practice
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 404 in 3 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 404 in 2 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages/events.html
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 301 in 0 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages/days.html
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 301 in 1 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages/css/mobile.css
 HTTP  5/7/2026 12:42:52 PM ::1 GET /COSYlanguages/js/mobile.js
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 404 in 3 ms
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 404 in 4 ms
 HTTP  5/7/2026 12:42:52 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:42:52 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:54 PM ::1 GET /portal/index.html
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 301 in 2 ms
 HTTP  5/7/2026 12:42:54 PM ::1 GET /portal/index
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 301 in 5 ms
 HTTP  5/7/2026 12:42:54 PM ::1 GET /portal
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:54 PM ::1 GET /css/style.css
 HTTP  5/7/2026 12:42:54 PM ::1 GET /js/data/curriculum_data.js
 HTTP  5/7/2026 12:42:54 PM ::1 GET /js/days.js
 HTTP  5/7/2026 12:42:54 PM ::1 GET /js/data/theme_config.js
 HTTP  5/7/2026 12:42:54 PM ::1 GET /js/translate.js
 HTTP  5/7/2026 12:42:54 PM ::1 GET /js/dashboard-core.js
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 200 in 5 ms
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 200 in 3 ms
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 200 in 6 ms
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 304 in 6 ms
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 304 in 7 ms
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 304 in 7 ms
 HTTP  5/7/2026 12:42:54 PM ::1 GET /js/cosy-mode.js
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:54 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:54 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:42:54 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:42:56 PM ::1 GET /data/students.json?t=1778157776138
 HTTP  5/7/2026 12:42:56 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:56 PM ::1 GET /data/students.json?t=1778157776167
 HTTP  5/7/2026 12:42:56 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:56 PM ::1 GET /js/data/curriculum/en_a1.js
 HTTP  5/7/2026 12:42:56 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:56 PM ::1 GET /data/broadcast.json?t=1778157776255
 HTTP  5/7/2026 12:42:56 PM ::1 Returned 200 in 0 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /css/mobile.css
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosyenglish.png
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosyfrench.png
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 6 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 8 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosyitalian.png
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosyrussian.png
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosygreek.png
 HTTP  5/7/2026 12:42:58 PM ::1 GET /js/data/theme_config.js
 HTTP  5/7/2026 12:42:58 PM ::1 GET /js/translate.js
 HTTP  5/7/2026 12:42:58 PM ::1 GET /js/cosy-mode.js
 HTTP  5/7/2026 12:42:58 PM ::1 GET /js/mobile.js
 HTTP  5/7/2026 12:42:58 PM ::1 GET /js/dashboard-core.js
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 5 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 5 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 5 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /sw.js
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /js/script.js
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosyspanish.png
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosygerman.png
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosyportugese.png
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosyarmenian.png
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosygeorgian.png
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosytatar.png
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosybachkir.png
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosybreton.png
 HTTP  5/7/2026 12:42:58 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /COSYlanguages/
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 404 in 1 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /COSYlanguages/practice
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 404 in 2 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /COSYlanguages
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 404 in 5 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /COSYlanguages/days.html
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 301 in 0 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /COSYlanguages/css/mobile.css
 HTTP  5/7/2026 12:42:58 PM ::1 GET /COSYlanguages/js/mobile.js
 HTTP  5/7/2026 12:42:58 PM ::1 GET /COSYlanguages/js/srs.js
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 404 in 4 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 404 in 4 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 404 in 4 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:42:58 PM ::1 GET /data/students.json?t=1778157778410
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 7 ms
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 200 in 6 ms
 HTTP  5/7/2026 12:42:58 PM ::1 GET /js/data/curriculum/en_a1.js
 HTTP  5/7/2026 12:42:58 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:59 PM ::1 GET /portal
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:42:59 PM ::1 GET /css/style.css
 HTTP  5/7/2026 12:42:59 PM ::1 GET /js/data/theme_config.js
 HTTP  5/7/2026 12:42:59 PM ::1 GET /js/data/curriculum_data.js
 HTTP  5/7/2026 12:42:59 PM ::1 GET /js/translate.js
 HTTP  5/7/2026 12:42:59 PM ::1 GET /js/dashboard-core.js
 HTTP  5/7/2026 12:42:59 PM ::1 GET /js/cosy-mode.js
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 5 ms
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 5 ms
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 7 ms
 HTTP  5/7/2026 12:42:59 PM ::1 GET /js/days.js
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 12 ms
 HTTP  5/7/2026 12:42:59 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:59 PM ::1 GET /data/students.json?t=1778157779640
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:42:59 PM ::1 GET /js/data/curriculum/en_a1.js
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:42:59 PM ::1 GET /data/broadcast.json?t=1778157779684
 HTTP  5/7/2026 12:42:59 PM ::1 Returned 200 in 4 ms
 HTTP  5/7/2026 12:43:00 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:43:00 PM ::1 GET /portal
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:43:00 PM ::1 GET /css/style.css
 HTTP  5/7/2026 12:43:00 PM ::1 GET /js/data/theme_config.js
 HTTP  5/7/2026 12:43:00 PM ::1 GET /js/data/curriculum_data.js
 HTTP  5/7/2026 12:43:00 PM ::1 GET /js/translate.js
 HTTP  5/7/2026 12:43:00 PM ::1 GET /js/dashboard-core.js
 HTTP  5/7/2026 12:43:00 PM ::1 GET /js/cosy-mode.js
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:43:00 PM ::1 GET /js/days.js
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:43:00 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:43:00 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:43:00 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:43:01 PM ::1 GET /data/students.json?t=1778157781837
 HTTP  5/7/2026 12:43:01 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:43:01 PM ::1 GET /data/students.json
 HTTP  5/7/2026 12:43:01 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /index.html
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 301 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /index
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 301 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 0 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /css/mobile.css
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosyenglish.png
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosyfrench.png
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 4 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 4 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 5 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosyitalian.png
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosyrussian.png
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosygreek.png
 HTTP  5/7/2026 12:46:57 PM ::1 GET /js/data/theme_config.js
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /js/translate.js
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /js/cosy-mode.js
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /js/mobile.js
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /js/dashboard-core.js
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /js/script.js
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosyspanish.png
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosygerman.png
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosyportugese.png
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosyarmenian.png
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosygeorgian.png
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosytatar.png
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 3 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /sw.js
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 5 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosybachkir.png
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosybreton.png
 HTTP  5/7/2026 12:46:57 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/index.html
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 301 in 0 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/practice.html
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 301 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 404 in 2 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/index
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 301 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/practice
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 404 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/events.html
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 301 in 1 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/days.html
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 301 in 0 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/css/mobile.css
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/js/mobile.js
 HTTP  5/7/2026 12:46:57 PM ::1 GET /COSYlanguages/js/srs.js
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 404 in 4 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 404 in 4 ms
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 404 in 4 ms
 HTTP  5/7/2026 12:46:57 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:46:57 PM ::1 Returned 200 in 6 ms
 HTTP  5/7/2026 12:46:59 PM ::1 GET /portal/index.html
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 301 in 1 ms
 HTTP  5/7/2026 12:46:59 PM ::1 GET /portal/index
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 301 in 0 ms
 HTTP  5/7/2026 12:46:59 PM ::1 GET /portal
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 200 in 0 ms
 HTTP  5/7/2026 12:46:59 PM ::1 GET /css/style.css
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 200 in 3 ms
 HTTP  5/7/2026 12:46:59 PM ::1 GET /js/data/curriculum_data.js
 HTTP  5/7/2026 12:46:59 PM ::1 GET /js/data/theme_config.js
 HTTP  5/7/2026 12:46:59 PM ::1 GET /js/days.js
 HTTP  5/7/2026 12:46:59 PM ::1 GET /js/translate.js
 HTTP  5/7/2026 12:46:59 PM ::1 GET /js/dashboard-core.js
 HTTP  5/7/2026 12:46:59 PM ::1 GET /js/cosy-mode.js
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 200 in 3 ms
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 200 in 3 ms
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 304 in 5 ms
 HTTP  5/7/2026 12:46:59 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:46:59 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:46:59 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:01 PM ::1 GET /data/students.json?t=1778158021013
 HTTP  5/7/2026 12:47:01 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:47:01 PM ::1 GET /data/students.json?t=1778158021043
 HTTP  5/7/2026 12:47:01 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:47:01 PM ::1 GET /js/data/curriculum/en_a1.js
 HTTP  5/7/2026 12:47:01 PM ::1 Returned 200 in 3 ms
 HTTP  5/7/2026 12:47:01 PM ::1 GET /data/broadcast.json?t=1778158021106
 HTTP  5/7/2026 12:47:01 PM ::1 Returned 200 in 1 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 0 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /css/mobile.css
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosyenglish.png
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosyfrench.png
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosyitalian.png
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosyrussian.png
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosygreek.png
 HTTP  5/7/2026 12:47:03 PM ::1 GET /js/data/theme_config.js
 HTTP  5/7/2026 12:47:03 PM ::1 GET /js/translate.js
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /js/dashboard-core.js
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /js/cosy-mode.js
 HTTP  5/7/2026 12:47:03 PM ::1 GET /js/mobile.js
 HTTP  5/7/2026 12:47:03 PM ::1 GET /sw.js
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosygerman.png
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 3 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /js/script.js
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosyspanish.png
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 5 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosyportugese.png
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosyarmenian.png
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosygeorgian.png
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosytatar.png
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosybachkir.png
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosybreton.png
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 9 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 9 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 8 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 5 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 6 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 5 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /images/cosylanguages.png
 HTTP  5/7/2026 12:47:03 PM ::1 GET /COSYlanguages/
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /COSYlanguages/practice
 HTTP  5/7/2026 12:47:03 PM ::1 GET /COSYlanguages
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 404 in 3 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 404 in 3 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 404 in 2 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /COSYlanguages/css/mobile.css
 HTTP  5/7/2026 12:47:03 PM ::1 GET /COSYlanguages/js/mobile.js
 HTTP  5/7/2026 12:47:03 PM ::1 GET /COSYlanguages/js/srs.js
 HTTP  5/7/2026 12:47:03 PM ::1 GET /COSYlanguages/images/cosylanguages.png
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 404 in 7 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 404 in 7 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 404 in 7 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 404 in 8 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /data/students.json?t=1778158023299
 HTTP  5/7/2026 12:47:03 PM ::1 GET /js/data/germanic/en/translations.js
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 200 in 4 ms
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 4 ms
 HTTP  5/7/2026 12:47:03 PM ::1 GET /js/data/curriculum/en_a1.js
 HTTP  5/7/2026 12:47:03 PM ::1 Returned 304 in 1 ms
 HTTP  5/7/2026 12:47:04 PM ::1 GET /portal
 HTTP  5/7/2026 12:47:04 PM ::1 Returned 304 in 2 ms
 HTTP  5/7/2026 12:47:04 PM ::1 GET /css/style.css
